venue,venue_key,status,query,place,admin1,country_code,country,latitude,longitude,timezone,countries_voted,source,note
"New Farnley CC, Leeds",new farnley cc leeds,mapped,Leeds,Leeds,England,GB,United Kingdom,53.7965,-1.5478,Europe/London,IM BR JE,open-meteo-geocoding,country not among the archive's votes
New Strabane Park,new strabane park,mapped,Strabane,Strabane,Northern Ireland,GB,United Kingdom,54.8237,-7.4692,Europe/London,IE GB,open-meteo-geocoding,
New Wanderers Stadium,new wanderers stadium,mapped,Johannesburg,Johannesburg,Gauteng,ZA,South Africa,-26.2023,28.0436,Africa/Johannesburg,ZA IN AU LK PK JM TT BB GY LC VC AG GD KN DM GB NZ BD KE,open-meteo-geocoding,
"New Wanderers Stadium, Johannesburg",new wanderers stadium johannesburg,mapped,Johannesburg,Johannesburg,Gauteng,ZA,South Africa,-26.2023,28.0436,Africa/Johannesburg,ZA AU IN JM TT BB GY LC VC AG GD KN DM PK NZ KE BD LK,open-meteo-geocoding,
New Williamfield No1 Oval,new williamfield no1 oval,mapped,Stirling,Stirling,Scotland,GB,United Kingdom,56.1190,-3.9368,Europe/London,NL GB US CA AE,open-meteo-geocoding,
"New Williamfield No1 Oval, Stirling",new williamfield no1 oval stirling,mapped,Stirling,Stirling,Scotland,GB,United Kingdom,56.1190,-3.9368,Europe/London,NL GB,open-meteo-geocoding,
Newlands,newlands,mapped,Cape Town,Cape Town,Western Cape,ZA,South Africa,-33.9258,18.4232,Africa/Johannesburg,ZA AU IN GB PK LK JM TT BB GY LC VC AG GD KN DM NZ ZW BD,open-meteo-geocoding,
"Newlands, Cape Town",newlands cape town,mapped,Cape Town,Cape Town,Western Cape,ZA,South Africa,-33.9258,18.4232,Africa/Johannesburg,ZA IN PK GB JM TT BB GY LC VC AG GD KN DM LK BD IE AU KE NZ CA,open-meteo-geocoding,
"Niaz Stadium, Hyderabad",niaz stadium hyderabad,mapped,Sind,Sind,Khyber Pakhtunkhwa,PK,Pakistan,32.6854,70.1778,Asia/Karachi,ZW PK,open-meteo-geocoding,
"Nigeria Cricket Federation Oval 1, Abuja",nigeria cricket federation oval 1 abuja,mapped,Abuja,Abuja,FCT,NG,Nigeria,9.0579,7.4951,Africa/Lagos,SL NG ZM RW SZ BW,open-meteo-geocoding,
"Nigeria Cricket Federation Oval 2, Abuja",nigeria cricket federation oval 2 abuja,mapped,Abuja,Abuja,FCT,NG,Nigeria,9.0579,7.4951,Africa/Lagos,SL SZ NG BW,open-meteo-geocoding,
"Niranjan Shah Stadium, Rajkot",niranjan shah stadium rajkot,mapped,Rajkot,Rajkot,Gujarat,IN,India,22.2916,70.7932,Asia/Kolkata,IN NZ,open-meteo-geocoding,
Nondescripts Cricket Club Ground,nondescripts cricket club ground,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK PK ZA PG BD IN IE GB ZW,open-meteo-geocoding,
"Nondescripts Cricket Club Ground, Colombo",nondescripts cricket club ground colombo,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK,open-meteo-geocoding,
North Dalton Park,north dalton park,mapped,Wollongong,Wollongong,New South Wales,AU,Australia,-34.4240,150.8935,Australia/Sydney,AU,open-meteo-geocoding,
"North Dalton Park, Wollongong",north dalton park wollongong,mapped,Wollongong,Wollongong,New South Wales,AU,Australia,-34.4240,150.8935,Australia/Sydney,AU,open-meteo-geocoding,
North Marine Road Ground,north marine road ground,mapped,Scarborough,Scarborough,England,GB,United Kingdom,54.2797,-0.4044,Europe/London,GB IN,open-meteo-geocoding,
"North Marine Road Ground, Scarborough",north marine road ground scarborough,mapped,Scarborough,Scarborough,England,GB,United Kingdom,54.2797,-0.4044,Europe/London,GB,open-meteo-geocoding,
North Sydney Oval,north sydney oval,mapped,Sydney,Sydney,New South Wales,AU,Australia,-33.8678,151.2073,Australia/Sydney,AU NZ LK GB IN JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
North Sydney Oval No.2,north sydney oval no 2,mapped,Sydney,Sydney,New South Wales,AU,Australia,-33.8678,151.2073,Australia/Sydney,AU,open-meteo-geocoding,
"North Sydney Oval, Sydney",north sydney oval sydney,mapped,Sydney,Sydney,New South Wales,AU,Australia,-33.8678,151.2073,Australia/Sydney,AU GB PK JM TT BB GY LC VC AG GD KN DM ZA,open-meteo-geocoding,
"North West Cricket Stadium, Potchefstroom",north west cricket stadium potchefstroom,mapped,Potchefstroom,Potchefstroom,North West,ZA,South Africa,-26.7167,27.1000,Africa/Johannesburg,KE ZA AU NA,open-meteo-geocoding,
North-West University No1 Ground,north west university no1 ground,mapped,Potchefstroom,Potchefstroom,North West,ZA,South Africa,-26.7167,27.1000,Africa/Johannesburg,IN IE GB ZA ZW,open-meteo-geocoding,
Nuriootpa Centennial Park,nuriootpa centennial park,mapped,Nuriootpa,Nuriootpa,South Australia,AU,Australia,-34.4682,138.9977,Australia/Adelaide,AU,open-meteo-geocoding,
OUTsurance Oval,outsurance oval,mapped,Bloemfontein,Bloemfontein,Free State,ZA,South Africa,-29.1211,26.2140,Africa/Johannesburg,ZA ZW IN BD KE,open-meteo-geocoding,
Oak Hill Cricket Club,oak hill cricket club,mapped,Wicklow,Wicklow,Leinster,IE,Ireland,52.9750,-6.0494,Europe/Dublin,IE GB,open-meteo-geocoding,
Oakham School Ground,oakham school ground,mapped,Oakham,Oakham,England,GB,United Kingdom,52.6667,-0.7333,Europe/London,GB,open-meteo-geocoding,
"Oakland Coliseum,Oakland",oakland coliseum oakland,mapped,Oakland,Oakland,California,US,United States,37.8044,-122.2708,America/Los_Angeles,US,open-meteo-geocoding,
"Observatory Lane, Rathmines",observatory lane rathmines,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,IE GB PK,open-meteo-geocoding,
"Observatory Lane, Rathmines, Dublin",observatory lane rathmines dublin,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,IE GB,open-meteo-geocoding,
Old Deer Park,old deer park,mapped,Kew,Kew,England,GB,United Kingdom,51.4817,-0.2875,Europe/London,GB,open-meteo-geocoding,"hand-curated: the ground's city, country pinned; Richmond upon Thames"
"Old Deer Park, Richmond",old deer park richmond,mapped,Kew,Kew,England,GB,United Kingdom,51.4817,-0.2875,Europe/London,GB,open-meteo-geocoding,"hand-curated: the ground's city, country pinned; Richmond upon Thames"
"Old Edwardians Cricket Club Ground, Solihull",old edwardians cricket club ground solihull,mapped,Solihull,Solihull,England,GB,United Kingdom,52.4143,-1.7809,Europe/London,GB,open-meteo-geocoding,
Old Hararians,old hararians,mapped,Harare,Harare,Harare,ZW,Zimbabwe,-17.8277,31.0534,Africa/Harare,ZW MZ UG JM TT BB GY LC VC AG GD KN DM AE PG NG RW IE GB HK SL NA KE,open-meteo-geocoding,
Old Hararians Sports Club,old hararians sports club,mapped,Harare,Harare,Harare,ZW,Zimbabwe,-17.8277,31.0534,Africa/Harare,NL PG IE GB NP,open-meteo-geocoding,country not among the archive's votes
"Old Hararians, Harare",old hararians harare,mapped,Harare,Harare,Harare,ZW,Zimbabwe,-17.8277,31.0534,Africa/Harare,PK BD US TH,open-meteo-geocoding,country not among the archive's votes
Old Trafford,old trafford,mapped,Manchester,Manchester,England,GB,United Kingdom,53.4809,-2.2374,Europe/London,GB AU PK JM TT BB GY LC VC AG GD KN DM IN NZ ZA LK BD,open-meteo-geocoding,
"Old Trafford, Manchester",old trafford manchester,mapped,Manchester,Manchester,England,GB,United Kingdom,53.4809,-2.2374,Europe/London,GB IN ZA PK AU LK NZ IE BD,open-meteo-geocoding,
Ovale di Rastignano,ovale di rastignano,mapped,Pianoro,Pianoro,Emilia-Romagna,IT,Italy,44.3889,11.3426,Europe/Rome,US NP IT AR,open-meteo-geocoding,
P Sara Oval,p sara oval,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK IN BD GB ZA PK NZ IE ZW HK NP JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"P Sara Oval, Colombo",p sara oval colombo,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK NZ BD,open-meteo-geocoding,
P Saravanamuttu Stadium,p saravanamuttu stadium,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK BD IN,open-meteo-geocoding,
Pallekele International Cricket Stadium,pallekele international cricket stadium,mapped,Kandy,Kandy,Central Province,LK,Sri Lanka,7.2906,80.6336,Asia/Colombo,LK NZ IN GB JM TT BB GY LC VC AG GD KN DM AU PK BD ZW ZA OM NP,open-meteo-geocoding,
Panadura Esplanade,panadura esplanade,mapped,Panadura,Panadura,Western Province,LK,Sri Lanka,6.7132,79.9026,Asia/Colombo,LK,open-meteo-geocoding,
"Park 25 No 2, Adelaide",park 25 no 2 adelaide,mapped,Adelaide,Adelaide,South Australia,AU,Australia,-34.9287,138.5986,Australia/Adelaide,AU,open-meteo-geocoding,
"Pembroke Cricket Club, Sandymount",pembroke cricket club sandymount,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,BD IE GB,open-meteo-geocoding,
"Pembroke Cricket Club, Sandymount, Dublin",pembroke cricket club sandymount dublin,mapped,Dublin,Dublin,Leinster,IE,Ireland,53.3331,-6.2489,Europe/Dublin,IE GB ZW ZA LK,open-meteo-geocoding,
"Penrhyn Avenue, Rhos-on-Sea, Colwyn Bay",penrhyn avenue rhos on sea colwyn bay,mapped,Colwyn Bay,Colwyn Bay,Wales,GB,United Kingdom,53.2948,-3.7267,Europe/London,GB,open-meteo-geocoding,
Perth Stadium,perth stadium,mapped,Perth,Perth,Western Australia,AU,Australia,-31.9522,115.8614,Australia/Perth,AU PK IN GB ZA JM TT BB GY LC VC AG GD KN DM NZ LK ZW NL,open-meteo-geocoding,
Peter Burge Oval,peter burge oval,mapped,Brisbane,Brisbane,Queensland,AU,Australia,-27.4679,153.0281,Australia/Brisbane,AU PK,open-meteo-geocoding,
Pierre Werner Cricket Ground,pierre werner cricket ground,mapped,Walferdange,Walferdange,Luxembourg,LU,Luxembourg,49.6632,6.1322,Europe/Luxembourg,LU BE AT CZ,open-meteo-geocoding,
Pokhara Rangasala,pokhara rangasala,mapped,Pokhara,Pokhara,Gandaki Pradesh,NP,Nepal,28.2669,83.9685,Asia/Kathmandu,NP MV BD,open-meteo-geocoding,
"Police Park Ground, Colombo",police park ground colombo,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK,open-meteo-geocoding,
Prairie View Cricket Complex,prairie view cricket complex,mapped,Houston,Houston,Texas,US,United States,29.7633,-95.3633,America/Chicago,US CA BD,open-meteo-geocoding,
Prem Tinsulanonda International School,prem tinsulanonda international school,mapped,Chiang Mai,Chiang Mai,Chiang Mai,TH,Thailand,18.7904,98.9847,Asia/Bangkok,BH TH BT SA CN,open-meteo-geocoding,
Providence Stadium,providence stadium,mapped,Guyana,Guyana,,GY,Guyana,5.0000,-59.0000,America/Guyana,JM TT BB GY LC VC AG GD KN DM US GB PK IE NZ AU ZW ZA LK BD IN,open-meteo-geocoding,
"Providence Stadium, Guyana",providence stadium guyana,mapped,Providence,Providence,Rhode Island,US,United States,41.8240,-71.4128,America/New_York,JM TT BB GY LC VC AG GD KN DM US IN BD PK NZ PG UG GB ZA,open-meteo-geocoding,
Pukekura Park,pukekura park,mapped,New Plymouth,New Plymouth,Taranaki Region,NZ,New Zealand,-39.0667,174.0833,Pacific/Auckland,NZ JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Pukekura Park, New Plymouth",pukekura park new plymouth,mapped,New Plymouth,New Plymouth,Taranaki Region,NZ,New Zealand,-39.0667,174.0833,Pacific/Auckland,NZ,open-meteo-geocoding,
Punjab Cricket Association IS Bindra Stadium,punjab cricket association is bindra stadium,mapped,Chandigarh,Chandigarh,Chandigarh,IN,India,30.7363,76.7884,Asia/Kolkata,IN,open-meteo-geocoding,
"Punjab Cricket Association IS Bindra Stadium, Mohali",punjab cricket association is bindra stadium mohali,mapped,Chandigarh,Chandigarh,Chandigarh,IN,India,30.7363,76.7884,Asia/Kolkata,IN GB LK AU NZ PK IE ZA JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",punjab cricket association is bindra stadium mohali chandigarh,mapped,Chandigarh,Chandigarh,Chandigarh,IN,India,30.7363,76.7884,Asia/Kolkata,IN AU LK,open-meteo-geocoding,
"Punjab Cricket Association Stadium, Mohali",punjab cricket association stadium mohali,mapped,Chandigarh,Chandigarh,Chandigarh,IN,India,30.7363,76.7884,Asia/Kolkata,IN AU PK GB NZ ZA LK BD NL IE JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Punjab Cricket Association Stadium, Mohali, Chandigarh",punjab cricket association stadium mohali chandigarh,mapped,Chandigarh,Chandigarh,Chandigarh,IN,India,30.7363,76.7884,Asia/Kolkata,NZ IN,open-meteo-geocoding,
Queen Elizabeth II Oval,queen elizabeth ii oval,mapped,Bendigo,Bendigo,Victoria,AU,Australia,-36.7582,144.2802,Australia/Melbourne,AU VU WS,open-meteo-geocoding,
Queen's Park,queen s park,mapped,Chesterfield,Chesterfield,England,GB,United Kingdom,53.2500,-1.4167,Europe/London,GB NZ,open-meteo-geocoding,
"Queen's Park (New), St George's, Grenada",queen s park new st george s grenada,mapped,Saint George's,St. George's,Saint George Parish,GD,Grenada,12.0529,-61.7523,America/Grenada,AU JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Queen's Park Oval,queen s park oval,mapped,Port of Spain,Port of Spain,Port of Spain,TT,Trinidad and Tobago,10.6667,-61.5189,America/Port_of_Spain,JM TT BB GY LC VC AG GD KN DM GB,open-meteo-geocoding,
"Queen's Park Oval, Port of Spain",queen s park oval port of spain,mapped,Trinidad,Trinidad,,TT,Trinidad and Tobago,10.4611,-61.2570,America/Port_of_Spain,JM TT BB GY LC VC AG GD KN DM US IN LK ZW PK ZA BM BD GB AU NZ,open-meteo-geocoding,
"Queen's Park Oval, Port of Spain, Trinidad",queen s park oval port of spain trinidad,mapped,Port of Spain,Port of Spain,Port of Spain,TT,Trinidad and Tobago,10.6667,-61.5189,America/Port_of_Spain,JM TT BB GY LC VC AG GD KN DM US IN ZA PK,open-meteo-geocoding,
"Queen's Park Oval, Trinidad",queen s park oval trinidad,mapped,Port of Spain,Port of Spain,Port of Spain,TT,Trinidad and Tobago,10.6667,-61.5189,America/Port_of_Spain,JM TT BB GY LC VC AG GD KN DM IN,open-meteo-geocoding,
"Queen's Park, Chesterfield",queen s park chesterfield,mapped,Chesterfield,Chesterfield,England,GB,United Kingdom,53.2500,-1.4167,Europe/London,GB,open-meteo-geocoding,
"Queen's Park, Invercargill",queen s park invercargill,mapped,Invercargill,Invercargill,Southland,NZ,New Zealand,-46.4000,168.3500,Pacific/Auckland,NZ,open-meteo-geocoding,
Queens Sports Club,queens sports club,mapped,Bulawayo,Bulawayo,Bulawayo,ZW,Zimbabwe,-20.1500,28.5833,Africa/Harare,ZW BD PK JM TT BB GY LC VC AG GD KN DM LK NZ IN GB ZA NP HK AE,open-meteo-geocoding,
"Queens Sports Club, Bulawayo",queens sports club bulawayo,mapped,Bulawayo,Bulawayo,Bulawayo,ZW,Zimbabwe,-20.1500,28.5833,Africa/Harare,ZW NA NL AE GB PK LK BD JM TT BB GY LC VC AG GD KN DM UG IE PG JE HK OM ZA NZ SG US AU,open-meteo-geocoding,
Queenstown Events Centre,queenstown events centre,mapped,Queenstown,Queenstown,Otago,NZ,New Zealand,-45.0302,168.6627,Pacific/Auckland,NZ JM TT BB GY LC VC AG GD KN DM BD PK,open-meteo-geocoding,
R Premadasa Stadium,r premadasa stadium,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK PK IN AU JM TT BB GY LC VC AG GD KN DM GB ZA BD NZ IE KE CA,open-meteo-geocoding,
"R Premadasa Stadium, Colombo",r premadasa stadium colombo,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK IN ZW ZA AU PK GB BD NZ IE,open-meteo-geocoding,
"R.Premadasa Stadium, Khettarama",r premadasa stadium khettarama,mapped,Colombo,Colombo,Western Province,LK,Sri Lanka,6.9355,79.8487,Asia/Colombo,LK IN BD ZW GB ZA JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Racecourse Ground, Derby",racecourse ground derby,mapped,Derby,Derby,England,GB,United Kingdom,52.9228,-1.4766,Europe/London,GB,open-meteo-geocoding,
Radlett Cricket Club,radlett cricket club,mapped,Radlett,Radlett,England,GB,United Kingdom,51.6859,-0.3187,Europe/London,GB,open-meteo-geocoding,
"Radlett Cricket Club, Radlett",radlett cricket club radlett,mapped,Radlett,Radlett,England,GB,United Kingdom,51.6859,-0.3187,Europe/London,GB,open-meteo-geocoding,
Rajiv Gandhi International Stadium,rajiv gandhi international stadium,mapped,Hyderabad,Hyderabad,Telangana,IN,India,17.3840,78.4564,Asia/Kolkata,IN,open-meteo-geocoding,
"Rajiv Gandhi International Stadium, Uppal",rajiv gandhi international stadium uppal,mapped,Hyderabad,Hyderabad,Telangana,IN,India,17.3840,78.4564,Asia/Kolkata,IN AU JM TT BB GY LC VC AG GD KN DM NZ BD ZA GB LK,open-meteo-geocoding,
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",rajiv gandhi international stadium uppal hyderabad,mapped,Hyderabad,Hyderabad,Telangana,IN,India,17.3840,78.4564,Asia/Kolkata,IN NZ PK NL AU LK GB BD,open-meteo-geocoding,
Rangiri Dambulla International Stadium,rangiri dambulla international stadium,mapped,Dambulla,Dambulla,Central Province,LK,Sri Lanka,7.8600,80.6517,Asia/Colombo,LK IN PK NZ BD JM TT BB GY LC VC AG GD KN DM AU GB ZA AE NP TH MY,open-meteo-geocoding,
Rawalpindi Cricket Stadium,rawalpindi cricket stadium,mapped,Rawalpindi,Rawalpindi,Punjab,PK,Pakistan,33.5973,73.0479,Asia/Karachi,PK AE ZW LK NZ BD ZA GB IN AU,open-meteo-geocoding,
"Ray Mitchell Oval, Harrup Park, Mackay",ray mitchell oval harrup park mackay,mapped,Mackay,Mackay,Queensland,AU,Australia,-21.1534,149.1655,Australia/Brisbane,AU IN,open-meteo-geocoding,
"Reforma Athletic Club, Naucalpan",reforma athletic club naucalpan,mapped,Naucalpan,Naucalpan,México,MX,Mexico,19.4785,-99.2396,America/Mexico_City,CR MX BR CA US AR,open-meteo-geocoding,
Reliance Cricket Stadium,reliance cricket stadium,mapped,Vadodara,Vadodara,Gujarat,IN,India,22.2994,73.2081,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Reliance Stadium,reliance stadium,mapped,Vadodara,Vadodara,Gujarat,IN,India,22.2994,73.2081,Asia/Kolkata,IN AU ZA LK NZ,open-meteo-geocoding,
Repton School Ground,repton school ground,mapped,Repton,Repton,England,GB,United Kingdom,52.8398,-1.5506,Europe/London,,open-meteo-geocoding,no country vote; most populous place of that name
Riverside Ground,riverside ground,mapped,Chester-le-Street,Chester-le-Street,England,GB,United Kingdom,54.8586,-1.5741,Europe/London,GB AU JM TT BB GY LC VC AG GD KN DM LK NZ ZA BD PK IN,open-meteo-geocoding,
"Riverside Ground, Chester-le-Street",riverside ground chester le street,mapped,Chester-le-Street,Chester-le-Street,England,GB,United Kingdom,54.8586,-1.5741,Europe/London,GB IN NZ LK ZA AU JM TT BB GY LC VC AG GD KN DM,open-meteo-geocoding,
"Riverway Stadium, Townsville",riverway stadium townsville,mapped,Townsville,Townsville,Queensland,AU,Australia,-19.2664,146.8057,Australia/Brisbane,AU ZW,open-meteo-geocoding,
Roma Cricket Ground,roma cricket ground,mapped,Spinaceto,Spinaceto,Lazio,IT,Italy,41.7786,12.4424,Europe/Rome,IT IM LU DE IL PT JE FR RO TR ES AT HU SE,open-meteo-geocoding,
"Rookwood, Sale",rookwood sale,mapped,Sale,Sale,England,GB,United Kingdom,53.4252,-2.3244,Europe/London,GB,open-meteo-geocoding,
"Roseworth Terrace, Gosforth",roseworth terrace gosforth,mapped,Gosforth,Gosforth,England,GB,United Kingdom,55.0000,-1.6167,Europe/London,GB,open-meteo-geocoding,
"Royal Brunswick Ground, Hove, Brighton",royal brunswick ground hove brighton,mapped,Brighton,Brighton,England,GB,United Kingdom,50.8284,-0.1395,Europe/London,GB,open-meteo-geocoding,
"Royal Brussels Cricket Club Ground, Waterloo",royal brussels cricket club ground waterloo,mapped,Waterloo,Waterloo,Wallonia,BE,Belgium,50.7147,4.3991,Europe/Brussels,DK BE GI HU PT ES IL MT,open-meteo-geocoding,
Royal Chiangmai Golf Club,royal chiangmai golf club,mapped,Chiang Mai,Chiang Mai,Chiang Mai,TH,Thailand,18.7904,98.9847,Asia/Bangkok,TH NL BH KW SA QA CN BT,open-meteo-geocoding,
Royal Selangor Club,royal selangor club,mapped,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,MY,Malaysia,3.1412,101.6865,Asia/Kuala_Lumpur,MY TH LK BM DK JE IN UG VU PK NG TZ,open-meteo-geocoding,
"Royal Selangor Club, Kuala Lumpur",royal selangor club kuala lumpur,mapped,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,MY,Malaysia,3.1412,101.6865,Asia/Kuala_Lumpur,ID MY BH QA AE OM CN JP KW MM TH SG,open-meteo-geocoding,
Ruaraka Sports Club Ground,ruaraka sports club ground,mapped,Nairobi,Nairobi,Nairobi County,KE,Kenya,-1.2833,36.8167,Africa/Nairobi,BM NL,open-meteo-geocoding,country not among the archive's votes
"Ruaraka Sports Club Ground, Nairobi",ruaraka sports club ground nairobi,mapped,Nairobi,Nairobi,Nairobi County,KE,Kenya,-1.2833,36.8167,Africa/Nairobi,KE PG KW JE DK QA MZ RW SC GM ZW,open-meteo-geocoding,
Rugby School Ground,rugby school ground,mapped,Rugby,Rugby,England,GB,United Kingdom,52.3709,-1.2642,Europe/London,GB,open-meteo-geocoding,
SSC Karlsruhe,ssc karlsruhe,mapped,Karlsruhe,Karlsruhe,Baden-Wurttemberg,DE,Germany,49.0094,8.4044,Europe/Berlin,DE,open-meteo-geocoding,
SSN College Ground,ssn college ground,mapped,Chennai,Chennai,Tamil Nadu,IN,India,13.0878,80.2785,Asia/Kolkata,IN,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
"Sabina Park, Jamaica",sabina park jamaica,mapped,Kingston,Kingston,Kingston,JM,Jamaica,17.9970,-76.7936,America/Jamaica,JM TT BB GY LC VC AG GD KN DM IN,open-meteo-geocoding,
"Sabina Park, Kingston",sabina park kingston,mapped,Jamaica,Jamaica,,JM,Jamaica,18.1772,-77.3712,America/Jamaica,JM TT BB GY LC VC AG GD KN DM US IN GB IE NZ PK ZW LK AU BD ZA,open-meteo-geocoding,
"Sabina Park, Kingston, Jamaica",sabina park kingston jamaica,mapped,Kingston,Kingston,Kingston,JM,Jamaica,17.9970,-76.7936,America/Jamaica,JM TT BB GY LC VC AG GD KN DM AU US LK IE GB NZ ZA PK BD,open-meteo-geocoding,
San Albano,san albano,mapped,Buenos Aires,Buenos Aires,Buenos Aires F.D.,AR,Argentina,-34.6131,-58.3772,America/Argentina/Buenos_Aires,AR CL,open-meteo-geocoding,"hand-curated: the ground's city, country pinned"
Sano International Cricket Ground,sano international cricket ground,mapped,Sano,Sano,Tochigi,JP,Japan,36.3167,139.5833,Asia/Tokyo,JP ID WS VU MN CK PG PH CN SG TH KR HK,open-meteo-geocoding,
Sano International Cricket Ground 2,sano international cricket ground 2,mapped,Sano,Sano,Tochigi,JP,Japan,36.3167,139.5833,Asia/Tokyo,PH KR FJ MN,open-meteo-geocoding,country not among the archive's votes
Santarem Cricket Ground,santarem cricket ground,mapped,Albergaria,Albergaria-a-Velha,Aveiro District,PT,Portugal,40.6932,-8.4799,Europe/Lisbon,PT NO FR GI,open-meteo-geocoding,
Sao Fernando Polo and Cricket Club,sao fernando polo and cricket club,mapped,Seropedica,Seropédica,Rio de Janeiro,BR,Brazil,-22.7439,-43.7075,America/Sao_Paulo,MX BR AR,open-meteo-geocoding,
"Sao Fernando Polo and Cricket Club, Campo Sede",sao fernando polo and cricket club campo sede,mapped,Seropedica,Seropédica,Rio de Janeiro,BR,Brazil,-22.7439,-43.7075,America/Sao_Paulo,PA MX,open-meteo-geocoding,country not among the archive's votes
"Sardar Patel (Gujarat) Stadium, Motera",sardar patel gujarat stadium motera,mapped,Ahmedabad,Ahmedabad,Gujarat,IN,India,23.0258,72.5873,Asia/Kolkata,IN LK PK,open-meteo-geocoding,
Sardar Patel Stadium,sardar patel stadium,mapped,Ahmedabad,Ahmedabad,Gujarat,IN,India,23.0258,72.5873,Asia/Kolkata,IN LK,open-meteo-geocoding,
"Sardar Patel Stadium, Motera",sardar patel stadium motera,mapped,Ahmedabad,Ahmedabad,Gujarat,IN,India,23.0258,72.5873,Asia/Kolkata,IN JM TT BB GY LC VC AG GD KN DM ZW LK ZA GB AU NZ PK,open-meteo-geocoding,
Saurashtra Cricket Association Stadium,saurashtra cricket association stadium,mapped,Rajkot,Rajkot,Gujarat,IN,India,22.2916,70.7932,Asia/Kolkata,IN GB AU NZ JM TT BB GY LC VC AG GD KN DM BD ZA,open-meteo-geocoding,
"Saurashtra Cricket Association Stadium, Rajkot",saurashtra cricket association stadium rajkot,mapped,Rajkot,Rajkot,Gujarat,IN,India,22.2916,70.7932,Asia/Kolkata,IN GB IE ZA LK AU,open-meteo-geocoding,
Sawai Mansingh Stadium,sawai mansingh stadium,mapped,Jaipur,Jaipur,Rajasthan,IN,India,26.9196,75.7878,Asia/Kolkata,IN BD JM TT BB GY LC VC AG GD KN DM GB PK AU ZA ZW LK NZ,open-meteo-geocoding,
"Sawai Mansingh Stadium, Jaipur",sawai mansingh stadium jaipur,mapped,Jaipur,Jaipur,Rajasthan,IN,India,26.9196,75.7878,Asia/Kolkata,IN NZ,open-meteo-geocoding,
Saxton Oval,saxton oval,mapped,Nelson,Nelson,Nelson Region,NZ,New Zealand,-41.2708,173.2840,Pacific/Auckland,NZ LK BD PK JM TT BB GY LC VC AG GD KN DM GB AU IE AE ZW,open-meteo-geocoding,
"Saxton Oval, Nelson",saxton oval nelson,mapped,Nelson,Nelson,Nelson Region,NZ,New Zealand,-41.2708,173.2840,Pacific/Auckland,NZ LK GB JM TT BB GY LC VC AG GD KN DM BD,open-meteo-geocoding,
"Scott Page Field, Vinor",scott page field vinor,mapped,Prague,Prague,Prague,CZ,Czechia,50.0880,14.4208,Europe/Prague,CZ AT LU GI CY HR NO HU RS,open-meteo-geocoding,
Sea Breeze Oval,sea breeze oval,mapped,Hamilton,Hamilton,Ohio,US,United States,39.3995,-84.5613,America/New_York,AR US,open-meteo-geocoding,
Sector 16 Stadium,sector 16 stadium,mapped,Chandigarh,Chandigarh,Chandigarh,IN,India,30.7363,76.7884,Asia/Kolkata,IN AU,open-meteo-geocoding,
Sedbergh School,sedbergh school,mapped,Sedbergh,Sedbergh,England,GB,United Kingdom,54.3212,-2.5251,Europe/London,GB,open-meteo-geocoding,
Seddon Park,seddon park,mapped,Hamilton,Hamilton,Waikato Region,NZ,New Zealand,-37.7833,175.2833,Pacific/Auckland,NZ IN ZA GB PK AU JM TT BB GY LC VC AG GD KN DM BD ZW LK IE,open-meteo-geocoding,
